683377653	1347776051	4	1398999963493
1524056765	692320753	0	1398999963493
1524056765	895851338	2	1398999963493
1524056765	1347776051	4	1398999963493
16111318	615586626	0	1398999963493
428307186	615586626	0	1398999963493
428307186	1220693206	4	1398999963494
428307186	615586626	0	1398999963494
428307186	615586626	0	1398999963494
987289408	1220693206	4	1398999963494
206640761	2121127077	3	1398999963494
206640761	2121127077	4	1398999963494
206640761	615586626	0	1398999963494
206640761	1220693206	4	1398999963494
206640761	1220693206	4	1398999963494
206640761	615586626	0	1398999963494
315514817	1220693206	4	1398999963494
206640761	615586626	0	1398999963495
315514817	615586626	0	1398999963495
315514817	615586626	0	1398999963495
315514817	615586626	0	1398999963495
315514817	2121127077	3	1398999963495
315514817	2121127077	4	1398999963495
315514817	1220693206	4	1398999963495
428307186	615586626	0	1398999963495
428307186	2121127077	3	1398999963495
428307186	2121127077	4	1398999963495
1731676547	502705543	1	1398999963495
1564267333	1187772818	1	1398999963495
1564267333	692320753	0	1398999963495
1564267333	692320753	0	1398999963496
1564267333	1187772818	1	1398999963496
1564267333	692320753	0	1398999963496
1564267333	1187772818	1	1398999963496
1564267333	1187772818	1	1398999963496
1564267333	502705543	1	1398999963496
1564267333	1187772818	1	1398999963496
1564267333	502705543	1	1398999963496
832158223	502705543	1	1398999963496
1564267333	692320753	0	1398999963496
832158223	1187772818	1	1398999963496
832158223	692320753	0	1398999963496
832158223	502705543	1	1398999963496
832158223	1187772818	1	1398999963496
1677737198	1187772818	1	1398999963497
92168727	502705543	1	1398999963497
597604044	502705543	1	1398999963497
1043377865	835442398	4	1398999963497
463049188	835442398	4	1398999963497
463049188	692320753	0	1398999963497
463049188	895851338	2	1398999963497
463049188	692320753	0	1398999963497
463049188	1187772818	1	1398999963497
657760949	1187772818	1	1398999963497
657760949	692320753	0	1398999963497
657760949	895851338	2	1398999963497
657760949	895851338	2	1398999963497
657760949	835442398	4	1398999963497
2094442048	692320753	0	1398999963497
657760949	895851338	2	1398999963497
657760949	692320753	0	1398999963497
657760949	835442398	4	1398999963498
657760949	692320753	0	1398999963498
657760949	895851338	2	1398999963498
657760949	692320753	0	1398999963498
657760949	1187772818	1	1398999963498
657760949	835442398	4	1398999963498
657760949	1187772818	1	1398999963498
657760949	692320753	0	1398999963498
1045266199	692320753	0	1398999963498
657760949	895851338	2	1398999963498
1368368830	1187772818	1	1398999963498
385473838	895851338	2	1398999963498
385473838	692320753	0	1398999963498
385473838	692320753	0	1398999963498
385473838	835442398	4	1398999963498
385473838	835442398	4	1398999963498
385473838	1187772818	1	1398999963498
385473838	1187772818	1	1398999963499
385473838	692320753	0	1398999963499
1842752405	895851338	2	1398999963499
1449873041	895851338	2	1398999963499
463049188	895851338	2	1398999963499
463049188	1187772818	1	1398999963499
463049188	895851338	2	1398999963499
463049188	835442398	4	1398999963499
463049188	895851338	2	1398999963499
1311704430	2121127077	3	1398999963499
1311704430	2121127077	4	1398999963499
1707194750	692320753	0	1398999963499
1707194750	1187772818	1	1398999963499
1707194750	692320753	0	1398999963499
1707194750	615586626	0	1398999963499
1707194750	1220693206	4	1398999963504
797550623	1187772818	1	1398999963504
408885478	2121127077	3	1398999963504
408885478	2121127077	4	1398999963504
408885478	1187772818	1	1398999963504
408885478	1187772818	1	1398999963504
408885478	692320753	0	1398999963504
1484453353	1220693206	4	1398999963504
408885478	1187772818	1	1398999963504
1707194750	2121127077	3	1398999963504
1707194750	2121127077	4	1398999963504
1707194750	1220693206	4	1398999963504
1707194750	1220693206	4	1398999963504
1707194750	1187772818	1	1398999963504
1707194750	692320753	0	1398999963504
1707194750	2121127077	3	1398999963505
1707194750	2121127077	4	1398999963505
1707194750	1187772818	1	1398999963505
